Tabela,Data,Kurs średni,Zmiana
6/A/NBP/2022,2022-01-11,4.0106,0.1
5/A/NBP/2022,2022-01-10,4.0064,-0.53
4/A/NBP/2022,2022-01-07,4.0279,-0.29
3/A/NBP/2022,2022-01-05,4.0396,-0.18
2/A/NBP/2022,2022-01-04,4.0468,0.11
1/A/NBP/2022,2022-01-03,4.0424,-0.43
254/A/NBP/2021,2021-12-31,4.06,-0.08
253/A/NBP/2021,2021-12-30,4.0631,-0.36
252/A/NBP/2021,2021-12-29,4.0779,0.39
251/A/NBP/2021,2021-12-28,4.062,-0.66
250/A/NBP/2021,2021-12-27,4.0889,0.25
249/A/NBP/2021,2021-12-24,4.0785,-0.4
248/A/NBP/2021,2021-12-23,4.095,-0.08
247/A/NBP/2021,2021-12-22,4.0984,0.11
246/A/NBP/2021,2021-12-21,4.0937,-0.59
245/A/NBP/2021,2021-12-20,4.1182,0.73
244/A/NBP/2021,2021-12-17,4.0882,-0.14
243/A/NBP/2021,2021-12-16,4.0938,-0.15
242/A/NBP/2021,2021-12-15,4.0999,-0.22
241/A/NBP/2021,2021-12-14,4.1088,0.21
240/A/NBP/2021,2021-12-13,4.1003,0.28
239/A/NBP/2021,2021-12-10,4.0887,0.12
238/A/NBP/2021,2021-12-09,4.0837,0.31
237/A/NBP/2021,2021-12-08,4.071,-0.19
236/A/NBP/2021,2021-12-07,4.0788,0.42
235/A/NBP/2021,2021-12-06,4.0619,-0.08
234/A/NBP/2021,2021-12-03,4.0653,0.07
233/A/NBP/2021,2021-12-02,4.0625,-1.04
232/A/NBP/2021,2021-12-01,4.1051,-0.4
231/A/NBP/2021,2021-11-30,4.1214,-0.99
230/A/NBP/2021,2021-11-29,4.1627,-0.3
229/A/NBP/2021,2021-11-26,4.1754,0.37
228/A/NBP/2021,2021-11-25,4.16,-0.39
227/A/NBP/2021,2021-11-24,4.1764,-0.31
226/A/NBP/2021,2021-11-23,4.1893,0.09
225/A/NBP/2021,2021-11-22,4.1855,0.96
224/A/NBP/2021,2021-11-19,4.1457,0.83
223/A/NBP/2021,2021-11-18,4.1114,-0.22
222/A/NBP/2021,2021-11-17,4.1204,0.35
221/A/NBP/2021,2021-11-16,4.1061,1.39
220/A/NBP/2021,2021-11-15,4.0497,-0.15
219/A/NBP/2021,2021-11-12,4.0559,2.07
218/A/NBP/2021,2021-11-10,3.9737,0.29
217/A/NBP/2021,2021-11-09,3.9622,-0.31
216/A/NBP/2021,2021-11-08,3.9747,-0.41
215/A/NBP/2021,2021-11-05,3.9911,0.26
214/A/NBP/2021,2021-11-04,3.9807,0.32
213/A/NBP/2021,2021-11-03,3.9681,-0.23
212/A/NBP/2021,2021-11-02,3.9772,0.27
211/A/NBP/2021,2021-10-29,3.9664,-0.69
210/A/NBP/2021,2021-10-28,3.9938,0.31
209/A/NBP/2021,2021-10-27,3.9815,0.19
208/A/NBP/2021,2021-10-26,3.974,0.6
207/A/NBP/2021,2021-10-25,3.9502,-0.19
206/A/NBP/2021,2021-10-22,3.9576,0.32
205/A/NBP/2021,2021-10-21,3.9449,0.05
204/A/NBP/2021,2021-10-20,3.9428,0.55
203/A/NBP/2021,2021-10-19,3.9212,-0.66
202/A/NBP/2021,2021-10-18,3.9471,0.15
201/A/NBP/2021,2021-10-15,3.9413,0.03
200/A/NBP/2021,2021-10-14,3.9403,-0.59
199/A/NBP/2021,2021-10-13,3.9638,-0.07
198/A/NBP/2021,2021-10-12,3.9664,-0.5
197/A/NBP/2021,2021-10-11,3.9862,0.22
196/A/NBP/2021,2021-10-08,3.9775,1.12
195/A/NBP/2021,2021-10-07,3.9334,-1.65
194/A/NBP/2021,2021-10-06,3.9992,0.77
193/A/NBP/2021,2021-10-05,3.9688,0.81
192/A/NBP/2021,2021-10-04,3.9368,-0.78
191/A/NBP/2021,2021-10-01,3.9678,-0.62
190/A/NBP/2021,2021-09-30,3.9925,0.61
189/A/NBP/2021,2021-09-29,3.9684,0.35
188/A/NBP/2021,2021-09-28,3.9546,0.69
187/A/NBP/2021,2021-09-27,3.9276,0.02
186/A/NBP/2021,2021-09-24,3.9268,0.03
185/A/NBP/2021,2021-09-23,3.9256,-0.52
184/A/NBP/2021,2021-09-22,3.946,0.31
183/A/NBP/2021,2021-09-21,3.9337,0.14
182/A/NBP/2021,2021-09-20,3.9282,1.03
181/A/NBP/2021,2021-09-17,3.8882,0.09
180/A/NBP/2021,2021-09-16,3.8847,0.97
179/A/NBP/2021,2021-09-15,3.8475,-0.17
178/A/NBP/2021,2021-09-14,3.8542,0.12
177/A/NBP/2021,2021-09-13,3.8495,0.24
176/A/NBP/2021,2021-09-10,3.8402,0.29
175/A/NBP/2021,2021-09-09,3.8292,0.21
174/A/NBP/2021,2021-09-08,3.8213,0.45
173/A/NBP/2021,2021-09-07,3.8041,0
172/A/NBP/2021,2021-09-06,3.8041,0.11
171/A/NBP/2021,2021-09-03,3.7998,-0.12
170/A/NBP/2021,2021-09-02,3.8044,-0.51
169/A/NBP/2021,2021-09-01,3.8238,-0.39
168/A/NBP/2021,2021-08-31,3.8386,-0.87
167/A/NBP/2021,2021-08-30,3.8724,-0.65
166/A/NBP/2021,2021-08-27,3.8978,0.17
165/A/NBP/2021,2021-08-26,3.8912,0.11
164/A/NBP/2021,2021-08-25,3.8869,-0.56
163/A/NBP/2021,2021-08-24,3.9086,-0.05
162/A/NBP/2021,2021-08-23,3.9107,-0.49
161/A/NBP/2021,2021-08-20,3.9301,0.19
160/A/NBP/2021,2021-08-19,3.9226,0.94
159/A/NBP/2021,2021-08-18,3.8861,0.16
158/A/NBP/2021,2021-08-17,3.8797,0.17
157/A/NBP/2021,2021-08-16,3.873,-0.52
156/A/NBP/2021,2021-08-13,3.8934,-0.36
155/A/NBP/2021,2021-08-12,3.9074,-0.19
154/A/NBP/2021,2021-08-11,3.9148,0.54
153/A/NBP/2021,2021-08-10,3.8937,0.13
152/A/NBP/2021,2021-08-09,3.8885,0.95
151/A/NBP/2021,2021-08-06,3.8519,0.09
150/A/NBP/2021,2021-08-05,3.8485,0.31
149/A/NBP/2021,2021-08-04,3.8366,0.13
148/A/NBP/2021,2021-08-03,3.8315,-0.16
147/A/NBP/2021,2021-08-02,3.8377,-0.09
146/A/NBP/2021,2021-07-30,3.841,-0.54
145/A/NBP/2021,2021-07-29,3.8617,-0.6
144/A/NBP/2021,2021-07-28,3.8849,-0.43
143/A/NBP/2021,2021-07-27,3.9017,0.26
142/A/NBP/2021,2021-07-26,3.8915,0.16
141/A/NBP/2021,2021-07-23,3.8851,0.13
140/A/NBP/2021,2021-07-22,3.8801,-0.6
139/A/NBP/2021,2021-07-21,3.9035,0.06
138/A/NBP/2021,2021-07-20,3.9012,0.11
137/A/NBP/2021,2021-07-19,3.8968,0.41
136/A/NBP/2021,2021-07-16,3.8808,0.46
135/A/NBP/2021,2021-07-15,3.8629,-0.84
134/A/NBP/2021,2021-07-14,3.8955,1.1
133/A/NBP/2021,2021-07-13,3.8533,0.4
132/A/NBP/2021,2021-07-12,3.8378,-0.13
131/A/NBP/2021,2021-07-09,3.8427,0.05
130/A/NBP/2021,2021-07-08,3.8408,0.48
129/A/NBP/2021,2021-07-07,3.8225,0.54
128/A/NBP/2021,2021-07-06,3.8021,0.11
127/A/NBP/2021,2021-07-05,3.7979,-0.74
126/A/NBP/2021,2021-07-02,3.8263,0.3
125/A/NBP/2021,2021-07-01,3.8149,0.3
124/A/NBP/2021,2021-06-30,3.8035,0.32
123/A/NBP/2021,2021-06-29,3.7914,0.4
122/A/NBP/2021,2021-06-28,3.7762,0.03
121/A/NBP/2021,2021-06-25,3.7749,-0.62
120/A/NBP/2021,2021-06-24,3.7986,0.29
119/A/NBP/2021,2021-06-23,3.7878,-0.67
118/A/NBP/2021,2021-06-22,3.8132,-0.21
117/A/NBP/2021,2021-06-21,3.8214,0.04
116/A/NBP/2021,2021-06-18,3.8198,0.7
115/A/NBP/2021,2021-06-17,3.7931,1.59
114/A/NBP/2021,2021-06-16,3.7336,-0.03
113/A/NBP/2021,2021-06-15,3.7349,0.44
112/A/NBP/2021,2021-06-14,3.7185,1.16
111/A/NBP/2021,2021-06-11,3.6759,-0.17
110/A/NBP/2021,2021-06-10,3.6821,0.76
109/A/NBP/2021,2021-06-09,3.6545,-0.4
108/A/NBP/2021,2021-06-08,3.669,0.09
107/A/NBP/2021,2021-06-07,3.6656,-0.74
106/A/NBP/2021,2021-06-04,3.6931,0.74
105/A/NBP/2021,2021-06-02,3.6659,0.19
104/A/NBP/2021,2021-06-01,3.659,-0.36
103/A/NBP/2021,2021-05-31,3.6724,-0.11
102/A/NBP/2021,2021-05-28,3.6766,-0.44
101/A/NBP/2021,2021-05-27,3.6929,0.65
100/A/NBP/2021,2021-05-26,3.6691,0.39
99/A/NBP/2021,2021-05-25,3.6549,-0.67
98/A/NBP/2021,2021-05-24,3.6795,0.05
97/A/NBP/2021,2021-05-21,3.6778,-0.81
96/A/NBP/2021,2021-05-20,3.7077,-0.03
95/A/NBP/2021,2021-05-19,3.7087,0.1
94/A/NBP/2021,2021-05-18,3.705,-0.64
93/A/NBP/2021,2021-05-17,3.7288,-0.23
92/A/NBP/2021,2021-05-14,3.7374,-0.8
91/A/NBP/2021,2021-05-13,3.7675,0.58
90/A/NBP/2021,2021-05-12,3.7456,-0.15
89/A/NBP/2021,2021-05-11,3.7514,0.06
88/A/NBP/2021,2021-05-10,3.7493,-0.97
87/A/NBP/2021,2021-05-07,3.7861,-0.54
86/A/NBP/2021,2021-05-06,3.8066,-0.18
85/A/NBP/2021,2021-05-05,3.8136,0.52
84/A/NBP/2021,2021-05-04,3.794,0.51
83/A/NBP/2021,2021-04-30,3.7746,-0.11
82/A/NBP/2021,2021-04-29,3.7786,-0.4
81/A/NBP/2021,2021-04-28,3.7939,0.3
80/A/NBP/2021,2021-04-27,3.7826,0.45
79/A/NBP/2021,2021-04-26,3.7657,-0.52
78/A/NBP/2021,2021-04-23,3.7855,-0.08
77/A/NBP/2021,2021-04-22,3.7885,-0.17
76/A/NBP/2021,2021-04-21,3.795,0.56
75/A/NBP/2021,2021-04-20,3.7737,-0.21
74/A/NBP/2021,2021-04-19,3.7816,-0.43
73/A/NBP/2021,2021-04-16,3.7978,-0.09
72/A/NBP/2021,2021-04-15,3.8014,-0.13
71/A/NBP/2021,2021-04-14,3.8065,-0.72
70/A/NBP/2021,2021-04-13,3.8342,0.52
69/A/NBP/2021,2021-04-12,3.8144,-0.17
68/A/NBP/2021,2021-04-09,3.8208,-0.41
67/A/NBP/2021,2021-04-08,3.8365,-0.64
66/A/NBP/2021,2021-04-07,3.8611,-0.93
65/A/NBP/2021,2021-04-06,3.8973,-0.03
64/A/NBP/2021,2021-04-02,3.8986,-1.12
63/A/NBP/2021,2021-04-01,3.9428,-0.63
62/A/NBP/2021,2021-03-31,3.9676,0.18
61/A/NBP/2021,2021-03-30,3.9604,0.09
60/A/NBP/2021,2021-03-29,3.957,0.67
59/A/NBP/2021,2021-03-26,3.9307,0.14
58/A/NBP/2021,2021-03-25,3.9253,0.4
57/A/NBP/2021,2021-03-24,3.9098,0.91
56/A/NBP/2021,2021-03-23,3.8746,-0.06
55/A/NBP/2021,2021-03-22,3.8768,-0.25
54/A/NBP/2021,2021-03-19,3.8865,0.41
53/A/NBP/2021,2021-03-18,3.8705,0.07
52/A/NBP/2021,2021-03-17,3.8676,0.41
51/A/NBP/2021,2021-03-16,3.8519,0.23
50/A/NBP/2021,2021-03-15,3.8429,-0.24
49/A/NBP/2021,2021-03-12,3.8521,0.61
48/A/NBP/2021,2021-03-11,3.8287,-0.35
47/A/NBP/2021,2021-03-10,3.842,-0.23
46/A/NBP/2021,2021-03-09,3.8507,-0.41
45/A/NBP/2021,2021-03-08,3.8665,0.71
44/A/NBP/2021,2021-03-05,3.8393,1.43
43/A/NBP/2021,2021-03-04,3.7851,0.91
42/A/NBP/2021,2021-03-03,3.7509,-0.68
41/A/NBP/2021,2021-03-02,3.7765,0.51
40/A/NBP/2021,2021-03-01,3.7572,0.87
39/A/NBP/2021,2021-02-26,3.7247,0.82
38/A/NBP/2021,2021-02-25,3.6943,-0.54
37/A/NBP/2021,2021-02-24,3.7145,0.08
36/A/NBP/2021,2021-02-23,3.7117,-0.05
35/A/NBP/2021,2021-02-22,3.7135,0.37
34/A/NBP/2021,2021-02-19,3.6997,-0.42
33/A/NBP/2021,2021-02-18,3.7152,-0.36
32/A/NBP/2021,2021-02-17,3.7287,0.94
31/A/NBP/2021,2021-02-16,3.694,-0.02
30/A/NBP/2021,2021-02-15,3.6949,-0.64
29/A/NBP/2021,2021-02-12,3.7186,0.19
28/A/NBP/2021,2021-02-11,3.7117,0.39
27/A/NBP/2021,2021-02-10,3.6973,0
26/A/NBP/2021,2021-02-09,3.6972,-0.88
25/A/NBP/2021,2021-02-08,3.7301,-0.67
24/A/NBP/2021,2021-02-05,3.7554,0.12
23/A/NBP/2021,2021-02-04,3.7509,0.42
22/A/NBP/2021,2021-02-03,3.7352,0.11
21/A/NBP/2021,2021-02-02,3.7311,-0.03
20/A/NBP/2021,2021-02-01,3.7323,-0.37
19/A/NBP/2021,2021-01-29,3.746,-0.28
18/A/NBP/2021,2021-01-28,3.7566,0.16
17/A/NBP/2021,2021-01-27,3.7507,-0.01
16/A/NBP/2021,2021-01-26,3.7512,0.29
15/A/NBP/2021,2021-01-25,3.7402,0.39
14/A/NBP/2021,2021-01-22,3.7255,-0.15
13/A/NBP/2021,2021-01-21,3.7312,0.02
12/A/NBP/2021,2021-01-20,3.7303,-0.3
11/A/NBP/2021,2021-01-19,3.7416,-0.75
10/A/NBP/2021,2021-01-18,3.7699,0.62
9/A/NBP/2021,2021-01-15,3.7466,0.38
8/A/NBP/2021,2021-01-14,3.7323,0.49
7/A/NBP/2021,2021-01-13,3.7142,-0.12
6/A/NBP/2021,2021-01-12,3.7188,-0.22
5/A/NBP/2021,2021-01-11,3.7271,0.95
4/A/NBP/2021,2021-01-08,3.6919,0.72
3/A/NBP/2021,2021-01-07,3.6656,-1.01
2/A/NBP/2021,2021-01-05,3.7031,0.09
1/A/NBP/2021,2021-01-04,3.6998,-1.56
255/A/NBP/2020,2020-12-31,3.7584,1.85
254/A/NBP/2020,2020-12-30,3.6901,0.33
253/A/NBP/2020,2020-12-29,3.6778,0.38
252/A/NBP/2020,2020-12-28,3.6639,-0.92
251/A/NBP/2020,2020-12-24,3.6981,0.17
250/A/NBP/2020,2020-12-23,3.6919,-0.01
249/A/NBP/2020,2020-12-22,3.6921,-0.43
248/A/NBP/2020,2020-12-21,3.7082,2.09
247/A/NBP/2020,2020-12-18,3.6322,0.19
246/A/NBP/2020,2020-12-17,3.6254,-0.22
245/A/NBP/2020,2020-12-16,3.6334,-0.6
244/A/NBP/2020,2020-12-15,3.6554,0.02
243/A/NBP/2020,2020-12-14,3.6548,-0.22
242/A/NBP/2020,2020-12-11,3.663,0.15
241/A/NBP/2020,2020-12-10,3.6574,-0.23
240/A/NBP/2020,2020-12-09,3.6657,-0.7
239/A/NBP/2020,2020-12-08,3.6914,-0.24
238/A/NBP/2020,2020-12-07,3.7001,0.64
237/A/NBP/2020,2020-12-04,3.6765,-0.58
236/A/NBP/2020,2020-12-03,3.6981,-0.15
235/A/NBP/2020,2020-12-02,3.7038,-0.88
234/A/NBP/2020,2020-12-01,3.7367,0.01
233/A/NBP/2020,2020-11-30,3.7364,-0.66
232/A/NBP/2020,2020-11-27,3.7614,0.07
231/A/NBP/2020,2020-11-26,3.7586,0.08
230/A/NBP/2020,2020-11-25,3.7556,-0.18
229/A/NBP/2020,2020-11-24,3.7625,0.02
228/A/NBP/2020,2020-11-23,3.7616,-0.16
227/A/NBP/2020,2020-11-20,3.7677,-0.51
226/A/NBP/2020,2020-11-19,3.7872,0.67
225/A/NBP/2020,2020-11-18,3.7621,-0.68
224/A/NBP/2020,2020-11-17,3.7877,0.25
223/A/NBP/2020,2020-11-16,3.7782,-0.61
222/A/NBP/2020,2020-11-13,3.8015,0.05
221/A/NBP/2020,2020-11-12,3.7995,-0.45
220/A/NBP/2020,2020-11-10,3.8168,1.01
219/A/NBP/2020,2020-11-09,3.7787,-1.07
218/A/NBP/2020,2020-11-06,3.8194,-0.41
217/A/NBP/2020,2020-11-05,3.8353,-1.65
216/A/NBP/2020,2020-11-04,3.8996,-0.19
215/A/NBP/2020,2020-11-03,3.9069,-1.23
214/A/NBP/2020,2020-11-02,3.9557,-0.02
213/A/NBP/2020,2020-10-30,3.9563,0.15
212/A/NBP/2020,2020-10-29,3.9505,0.49
211/A/NBP/2020,2020-10-28,3.9313,1.17
210/A/NBP/2020,2020-10-27,3.886,0.26
209/A/NBP/2020,2020-10-26,3.8759,0.24
208/A/NBP/2020,2020-10-23,3.8665,-0.18
207/A/NBP/2020,2020-10-22,3.8734,0.07
206/A/NBP/2020,2020-10-21,3.8706,-0.57
205/A/NBP/2020,2020-10-20,3.8926,0.43
204/A/NBP/2020,2020-10-19,3.8761,-0.55
203/A/NBP/2020,2020-10-16,3.8976,0.19
202/A/NBP/2020,2020-10-15,3.8904,1.57
201/A/NBP/2020,2020-10-14,3.8301,0.97
200/A/NBP/2020,2020-10-13,3.7932,0.01
199/A/NBP/2020,2020-10-12,3.7927,0.04
198/A/NBP/2020,2020-10-09,3.7913,-0.69
197/A/NBP/2020,2020-10-08,3.8175,0.13
196/A/NBP/2020,2020-10-07,3.8126,-0.14
195/A/NBP/2020,2020-10-06,3.818,-0.19
194/A/NBP/2020,2020-10-05,3.8252,-0.3
193/A/NBP/2020,2020-10-02,3.8366,-0.38
192/A/NBP/2020,2020-10-01,3.8513,-0.38
191/A/NBP/2020,2020-09-30,3.8658,-1.45
190/A/NBP/2020,2020-09-29,3.9228,0.37
189/A/NBP/2020,2020-09-28,3.9083,0.17
188/A/NBP/2020,2020-09-25,3.9016,0.47
187/A/NBP/2020,2020-09-24,3.8833,1.13
186/A/NBP/2020,2020-09-23,3.8399,0.1
185/A/NBP/2020,2020-09-22,3.8359,1.04
184/A/NBP/2020,2020-09-21,3.7963,1.01
183/A/NBP/2020,2020-09-18,3.7585,-0.34
182/A/NBP/2020,2020-09-17,3.7713,0.5
181/A/NBP/2020,2020-09-16,3.7526,0.22
180/A/NBP/2020,2020-09-15,3.7445,-0.21
179/A/NBP/2020,2020-09-14,3.7522,-0.03
178/A/NBP/2020,2020-09-11,3.7534,-0.2
177/A/NBP/2020,2020-09-10,3.761,-0.69
176/A/NBP/2020,2020-09-09,3.7871,0.58
175/A/NBP/2020,2020-09-08,3.7652,-0.04
174/A/NBP/2020,2020-09-07,3.7666,0.35
173/A/NBP/2020,2020-09-04,3.7533,0.52
172/A/NBP/2020,2020-09-03,3.7337,0.39
171/A/NBP/2020,2020-09-02,3.7191,1.32
170/A/NBP/2020,2020-09-01,3.6707,-0.59
169/A/NBP/2020,2020-08-31,3.6924,-0.16
168/A/NBP/2020,2020-08-28,3.6983,-0.81
167/A/NBP/2020,2020-08-27,3.7286,0.05
166/A/NBP/2020,2020-08-26,3.7269,0.34
165/A/NBP/2020,2020-08-25,3.7144,-0.35
164/A/NBP/2020,2020-08-24,3.7273,0.29
163/A/NBP/2020,2020-08-21,3.7164,0
162/A/NBP/2020,2020-08-20,3.7164,1.18
161/A/NBP/2020,2020-08-19,3.6732,-0.44
160/A/NBP/2020,2020-08-18,3.6895,-0.49
159/A/NBP/2020,2020-08-17,3.7076,-0.41
158/A/NBP/2020,2020-08-14,3.7227,0.14
157/A/NBP/2020,2020-08-13,3.7176,-1.02
156/A/NBP/2020,2020-08-12,3.7558,0.45
155/A/NBP/2020,2020-08-11,3.739,-0.01
154/A/NBP/2020,2020-08-10,3.7393,0.24
153/A/NBP/2020,2020-08-07,3.7302,0.17
152/A/NBP/2020,2020-08-06,3.724,0.26
151/A/NBP/2020,2020-08-05,3.7143,-0.59
150/A/NBP/2020,2020-08-04,3.7364,-0.36
149/A/NBP/2020,2020-08-03,3.7499,0.9
148/A/NBP/2020,2020-07-31,3.7166,-1.02
147/A/NBP/2020,2020-07-30,3.7549,-0.16
146/A/NBP/2020,2020-07-29,3.761,0.21
145/A/NBP/2020,2020-07-28,3.7532,-0.29
144/A/NBP/2020,2020-07-27,3.7643,-1.02
143/A/NBP/2020,2020-07-24,3.8029,-0.08
142/A/NBP/2020,2020-07-23,3.806,-1.23
141/A/NBP/2020,2020-07-22,3.8534,-0.72
140/A/NBP/2020,2020-07-21,3.8812,-0.47
139/A/NBP/2020,2020-07-20,3.8997,-0.68
138/A/NBP/2020,2020-07-17,3.9263,-0.4
137/A/NBP/2020,2020-07-16,3.9422,0.78
136/A/NBP/2020,2020-07-15,3.9117,-1.14
135/A/NBP/2020,2020-07-14,3.957,0.02
134/A/NBP/2020,2020-07-13,3.9564,-0.21
133/A/NBP/2020,2020-07-10,3.9646,0.41
132/A/NBP/2020,2020-07-09,3.9486,-0.45
131/A/NBP/2020,2020-07-08,3.9666,-0.06
130/A/NBP/2020,2020-07-07,3.9689,0.26
129/A/NBP/2020,2020-07-06,3.9588,-0.44
128/A/NBP/2020,2020-07-03,3.9764,0.6
127/A/NBP/2020,2020-07-02,3.9528,-0.16
126/A/NBP/2020,2020-07-01,3.9591,-0.54
125/A/NBP/2020,2020-06-30,3.9806,0.38
124/A/NBP/2020,2020-06-29,3.9656,-0.1
123/A/NBP/2020,2020-06-26,3.9697,0.19
122/A/NBP/2020,2020-06-25,3.9623,0.58
121/A/NBP/2020,2020-06-24,3.9395,0.21
120/A/NBP/2020,2020-06-23,3.9311,-0.9
119/A/NBP/2020,2020-06-22,3.9667,-0.19
118/A/NBP/2020,2020-06-19,3.9741,0.38
117/A/NBP/2020,2020-06-18,3.9589,0.14
116/A/NBP/2020,2020-06-17,3.9532,1.21
115/A/NBP/2020,2020-06-16,3.9058,-0.9
114/A/NBP/2020,2020-06-15,3.9413,0.29
113/A/NBP/2020,2020-06-12,3.9299,0.3
112/A/NBP/2020,2020-06-10,3.918,-0.69
111/A/NBP/2020,2020-06-09,3.9453,0.65
110/A/NBP/2020,2020-06-08,3.9197,-0.05
109/A/NBP/2020,2020-06-05,3.9217,-0.9
108/A/NBP/2020,2020-06-04,3.9573,1.16
107/A/NBP/2020,2020-06-03,3.9121,-0.46
106/A/NBP/2020,2020-06-02,3.9303,-0.95
105/A/NBP/2020,2020-06-01,3.968,-0.88
104/A/NBP/2020,2020-05-29,4.0031,-0.53
103/A/NBP/2020,2020-05-28,4.0244,-0.64
102/A/NBP/2020,2020-05-27,4.0504,-0.93
101/A/NBP/2020,2020-05-26,4.0885,-1.31
100/A/NBP/2020,2020-05-25,4.1428,-0.18
99/A/NBP/2020,2020-05-22,4.1503,0.38
98/A/NBP/2020,2020-05-21,4.1346,-0.66
97/A/NBP/2020,2020-05-20,4.1619,-0.06
96/A/NBP/2020,2020-05-19,4.1645,-1.37
95/A/NBP/2020,2020-05-18,4.2224,0.21
94/A/NBP/2020,2020-05-15,4.2135,-0.32
93/A/NBP/2020,2020-05-14,4.2269,0.38
92/A/NBP/2020,2020-05-13,4.2111,0.04
91/A/NBP/2020,2020-05-12,4.2095,-0.07
90/A/NBP/2020,2020-05-11,4.2126,0.15
89/A/NBP/2020,2020-05-08,4.2065,-0.23
88/A/NBP/2020,2020-05-07,4.2162,0.33
87/A/NBP/2020,2020-05-06,4.2022,0.23
86/A/NBP/2020,2020-05-05,4.1927,0.67
85/A/NBP/2020,2020-05-04,4.1646,-0.2
84/A/NBP/2020,2020-04-30,4.1729,-0.19
83/A/NBP/2020,2020-04-29,4.1807,-0.08
82/A/NBP/2020,2020-04-28,4.184,0.35
81/A/NBP/2020,2020-04-27,4.1696,-1.06
80/A/NBP/2020,2020-04-24,4.2142,0.12
79/A/NBP/2020,2020-04-23,4.2093,0.86
78/A/NBP/2020,2020-04-22,4.1736,-0.1
77/A/NBP/2020,2020-04-21,4.1779,0.61
76/A/NBP/2020,2020-04-20,4.1525,-0.86
75/A/NBP/2020,2020-04-17,4.1886,0.61
74/A/NBP/2020,2020-04-16,4.1631,0.27
73/A/NBP/2020,2020-04-15,4.1519,-0.35
72/A/NBP/2020,2020-04-14,4.1666,0.24
71/A/NBP/2020,2020-04-10,4.1566,-0.43
70/A/NBP/2020,2020-04-09,4.1744,-0.14
69/A/NBP/2020,2020-04-08,4.1801,0.2
68/A/NBP/2020,2020-04-07,4.1717,-1.28
67/A/NBP/2020,2020-04-06,4.2257,-0.33
66/A/NBP/2020,2020-04-03,4.2396,1.14
65/A/NBP/2020,2020-04-02,4.1917,0.52
64/A/NBP/2020,2020-04-01,4.1701,0.57
63/A/NBP/2020,2020-03-31,4.1466,1.3
62/A/NBP/2020,2020-03-30,4.0933,-0.47
61/A/NBP/2020,2020-03-27,4.1127,-2.05
60/A/NBP/2020,2020-03-26,4.1988,-0.55
59/A/NBP/2020,2020-03-25,4.222,-0.47
58/A/NBP/2020,2020-03-24,4.2421,-0.55
57/A/NBP/2020,2020-03-23,4.2654,0.6
56/A/NBP/2020,2020-03-20,4.24,-0.05
55/A/NBP/2020,2020-03-19,4.2421,4.1
54/A/NBP/2020,2020-03-18,4.0749,0.71
53/A/NBP/2020,2020-03-17,4.046,3.13
52/A/NBP/2020,2020-03-16,3.9231,0.42
51/A/NBP/2020,2020-03-13,3.9067,1.1
50/A/NBP/2020,2020-03-12,3.8642,1.19
49/A/NBP/2020,2020-03-11,3.8186,0.34
48/A/NBP/2020,2020-03-10,3.8058,0.42
47/A/NBP/2020,2020-03-09,3.7899,-0.87
46/A/NBP/2020,2020-03-06,3.8231,-0.64
45/A/NBP/2020,2020-03-05,3.8479,-0.15
44/A/NBP/2020,2020-03-04,3.8536,-0.69
43/A/NBP/2020,2020-03-03,3.8804,-0.56
42/A/NBP/2020,2020-03-02,3.9023,-0.59
41/A/NBP/2020,2020-02-28,3.9255,-0.4
40/A/NBP/2020,2020-02-27,3.9413,-0.4
39/A/NBP/2020,2020-02-26,3.9573,-0.13
38/A/NBP/2020,2020-02-25,3.9624,-0.37
37/A/NBP/2020,2020-02-24,3.9772,0.38
36/A/NBP/2020,2020-02-21,3.9623,0.01
35/A/NBP/2020,2020-02-20,3.9621,0.16
34/A/NBP/2020,2020-02-19,3.9556,0.27
33/A/NBP/2020,2020-02-18,3.9448,0.66
32/A/NBP/2020,2020-02-17,3.9189,0.23
31/A/NBP/2020,2020-02-14,3.9098,-0.02
30/A/NBP/2020,2020-02-13,3.9104,0.24
29/A/NBP/2020,2020-02-12,3.901,-0.08
28/A/NBP/2020,2020-02-11,3.9041,0.12
27/A/NBP/2020,2020-02-10,3.8996,0.13
26/A/NBP/2020,2020-02-07,3.8947,0.71
25/A/NBP/2020,2020-02-06,3.8672,0.05
24/A/NBP/2020,2020-02-05,3.8654,-0.31
23/A/NBP/2020,2020-02-04,3.8773,-0.23
22/A/NBP/2020,2020-02-03,3.8864,-0.35
21/A/NBP/2020,2020-01-31,3.8999,0.37
20/A/NBP/2020,2020-01-30,3.8856,-0.04
19/A/NBP/2020,2020-01-29,3.8871,0.07
18/A/NBP/2020,2020-01-28,3.8844,0.31
17/A/NBP/2020,2020-01-27,3.8725,0.65
16/A/NBP/2020,2020-01-24,3.8475,0.44
15/A/NBP/2020,2020-01-23,3.8308,0.28
14/A/NBP/2020,2020-01-22,3.8202,-0.21
13/A/NBP/2020,2020-01-21,3.8284,0.02
12/A/NBP/2020,2020-01-20,3.8277,0.59
11/A/NBP/2020,2020-01-17,3.8053,0.22
10/A/NBP/2020,2020-01-16,3.7968,-0.06
9/A/NBP/2020,2020-01-15,3.7992,-0.07
8/A/NBP/2020,2020-01-14,3.8019,-0.22
7/A/NBP/2020,2020-01-13,3.8101,-0.45
6/A/NBP/2020,2020-01-10,3.8272,0.05
